title,description,url
INT D 311 - CILLDI: Planning for Language Sustainability,Faculty of Arts,https://apps.ualberta.ca/catalogue/course/int_d/311
INT D 318 - CILLDI: Technologies for Language Documentation,Faculty of Arts,https://apps.ualberta.ca/catalogue/course/int_d/318
INT D 325 - Topics in Interdisciplinary Studies,Faculty of Arts,https://apps.ualberta.ca/catalogue/course/int_d/325
INT D 325 - Topics in Interdisciplinary Studies,Faculty of Arts,https://apps.ualberta.ca/catalogue/course/int_d/325
INT D 340 - Regional Planning,Online and Continuing Education,https://apps.ualberta.ca/catalogue/course/int_d/340
INT D 340 - Regional Planning,Online and Continuing Education,https://apps.ualberta.ca/catalogue/course/int_d/340
INT D 345 - Rural Environments,Online and Continuing Education,https://apps.ualberta.ca/catalogue/course/int_d/345
INT D 345 - Rural Environments,Online and Continuing Education,https://apps.ualberta.ca/catalogue/course/int_d/345
INT D 350 - Game Design Principles and Practice,Faculty of Arts,https://apps.ualberta.ca/catalogue/course/int_d/350
INT D 350 - Game Design Principles and Practice,Faculty of Arts,https://apps.ualberta.ca/catalogue/course/int_d/350
INT D 375 - Intercultural Exploration of Health and Practice in Italy,Faculty of Nursing,https://apps.ualberta.ca/catalogue/course/int_d/375
INT D 380 - Canada's Western Cordillera: Advanced Interdisciplinary Mountain Studies,"Faculty of Kinesiology, Sport, and Recreation",https://apps.ualberta.ca/catalogue/course/int_d/380
INT D 394 - Introduction to Criminal Law,Faculty of Arts,https://apps.ualberta.ca/catalogue/course/int_d/394
INT D 403 - Foundations of Collaborative Practice,Faculty of Rehabilitation Medicine,https://apps.ualberta.ca/catalogue/course/int_d/403
INT D 404 - Global Citizenship: Contemporary Issues and Perspectives,Faculty of Education,https://apps.ualberta.ca/catalogue/course/int_d/404
"INT D 406 - Innovation, Science and Leadership",Faculty of Science,https://apps.ualberta.ca/catalogue/course/int_d/406
INT D 407 - Inspired to Lead: Time to Practice,Faculty of Business,https://apps.ualberta.ca/catalogue/course/int_d/407
INT D 407 - Inspired to Lead: Time to Practice,Faculty of Business,https://apps.ualberta.ca/catalogue/course/int_d/407
INT D 408 - Interprofessional Health Education Elective,Faculty of Rehabilitation Medicine,https://apps.ualberta.ca/catalogue/course/int_d/408
INT D 408 - Interprofessional Health Education Elective,Faculty of Rehabilitation Medicine,https://apps.ualberta.ca/catalogue/course/int_d/408
INT D 408A - Interprofessional Health Education Elective,Faculty of Rehabilitation Medicine,https://apps.ualberta.ca/catalogue/course/int_d/408a
INT D 408B - Interprofessional Health Education Elective,Faculty of Rehabilitation Medicine,https://apps.ualberta.ca/catalogue/course/int_d/408b
INT D 420 - Perspectives on Inclusive and Global Health,Faculty of Nursing,https://apps.ualberta.ca/catalogue/course/int_d/420
INT D 420 - Perspectives on Inclusive and Global Health,Faculty of Nursing,https://apps.ualberta.ca/catalogue/course/int_d/420
INT D 420A - Perspectives on Inclusive and Global Health,Faculty of Nursing,https://apps.ualberta.ca/catalogue/course/int_d/420a
INT D 420A - Perspectives on Inclusive and Global Health,Faculty of Nursing,https://apps.ualberta.ca/catalogue/course/int_d/420a
INT D 420B - Perspectives on Inclusive and Global Health,Faculty of Nursing,https://apps.ualberta.ca/catalogue/course/int_d/420b
INT D 420B - Perspectives on Inclusive and Global Health,Faculty of Nursing,https://apps.ualberta.ca/catalogue/course/int_d/420b
INT D 440 - Peer Mentorship: Learning to Lead in Teaching,Faculty of Science,https://apps.ualberta.ca/catalogue/course/int_d/440
INT D 441 - Individual Leadership Practicum in Arts and Science,Faculty of Arts,https://apps.ualberta.ca/catalogue/course/int_d/441
INT D 450 - Computers and Games,Faculty of Arts,https://apps.ualberta.ca/catalogue/course/int_d/450
INT D 450 - Computers and Games,Faculty of Arts,https://apps.ualberta.ca/catalogue/course/int_d/450
INT D 457 - Global Health - China Collaboration,Faculty of Pharmacy and Pharmaceutical Sciences,https://apps.ualberta.ca/catalogue/course/int_d/457
INT D 461 - Artificial Intelligence Everywhere Capstone,Faculty of Science,https://apps.ualberta.ca/catalogue/course/int_d/461
INT D 491 - Data Science Capstone,Faculty of Science,https://apps.ualberta.ca/catalogue/course/int_d/491
INT D 500 - An Introduction to Community-Based Participatory Research,School of Public Health,https://apps.ualberta.ca/catalogue/course/int_d/500
INT D 503 - Foundations of Collaborative Practice,Faculty of Rehabilitation Medicine,https://apps.ualberta.ca/catalogue/course/int_d/503
INT D 508 - Interprofessional Health Education Elective,Faculty of Rehabilitation Medicine,https://apps.ualberta.ca/catalogue/course/int_d/508
INT D 508 - Interprofessional Health Education Elective,Faculty of Rehabilitation Medicine,https://apps.ualberta.ca/catalogue/course/int_d/508
INT D 508A - Interprofessional Health Education Elective,Faculty of Rehabilitation Medicine,https://apps.ualberta.ca/catalogue/course/int_d/508a
INT D 508B - Interprofessional Health Education Elective,Faculty of Rehabilitation Medicine,https://apps.ualberta.ca/catalogue/course/int_d/508b
INT D 520 - Combined Honors Essay,Faculty of Arts,https://apps.ualberta.ca/catalogue/course/int_d/520
INT D 520A - Combined Honors Essay,Faculty of Arts,https://apps.ualberta.ca/catalogue/course/int_d/520a
INT D 520A - Combined Honors Essay,Faculty of Arts,https://apps.ualberta.ca/catalogue/course/int_d/520a
INT D 520B - Combined Honors Essay,Faculty of Arts,https://apps.ualberta.ca/catalogue/course/int_d/520b
INT D 520B - Combined Honors Essay,Faculty of Arts,https://apps.ualberta.ca/catalogue/course/int_d/520b
INT D 525 - Commensal Bacteria and Gastrointestinal Health,"Faculty of Agricultural, Life and Environmental Sciences",https://apps.ualberta.ca/catalogue/course/int_d/525
INT D 530 - Topics in Interdisciplinary Studies,Faculty of Arts,https://apps.ualberta.ca/catalogue/course/int_d/530
INT D 541 - CBRE Experience,School of Public Health,https://apps.ualberta.ca/catalogue/course/int_d/541
INT D 541 - CBRE Experience,School of Public Health,https://apps.ualberta.ca/catalogue/course/int_d/541
INT D 542 - Behavioural Change in Health Sciences,Faculty of Medicine and Dentistry,https://apps.ualberta.ca/catalogue/course/int_d/542
INT D 555 - Fundamentals of Data Science and Artificial Intelligence,Faculty of Science,https://apps.ualberta.ca/catalogue/course/int_d/555
INT D 570 - Healthcare Ethics,Faculty of Nursing,https://apps.ualberta.ca/catalogue/course/int_d/570
INT D 575 - Introduction to Qualitative Research Methods in Health Care and Education,Faculty of Medicine and Dentistry,https://apps.ualberta.ca/catalogue/course/int_d/575
INT D 575 - Introduction to Qualitative Research Methods in Health Care and Education,Faculty of Medicine and Dentistry,https://apps.ualberta.ca/catalogue/course/int_d/575
INT D 577 - Spiritual Assessment in the Promotion of Health,Faculty of Nursing,https://apps.ualberta.ca/catalogue/course/int_d/577
INT D 600 - Building Foundations,Faculty of Medicine and Dentistry,https://apps.ualberta.ca/catalogue/course/int_d/600
INT D 605 - Interdisciplinary Research Experience in Basic Biomedical and Clinical Settings,Faculty of Medicine and Dentistry,https://apps.ualberta.ca/catalogue/course/int_d/605
INT D 605 - Interdisciplinary Research Experience in Basic Biomedical and Clinical Settings,Faculty of Medicine and Dentistry,https://apps.ualberta.ca/catalogue/course/int_d/605
INT D 665 - Advanced Natural Resource Economics,"Faculty of Agricultural, Life and Environmental Sciences",https://apps.ualberta.ca/catalogue/course/int_d/665
INT D 670 - Research Ethics,Faculty of Nursing,https://apps.ualberta.ca/catalogue/course/int_d/670
INT D 690 - Knowledge Utilization: Science and Practice,Faculty of Nursing,https://apps.ualberta.ca/catalogue/course/int_d/690
INT D 690 - Knowledge Utilization: Science and Practice,Faculty of Nursing,https://apps.ualberta.ca/catalogue/course/int_d/690
INT D 710 - Ethics and Academic Citizenship,Faculty of Graduate Studies and Research,https://apps.ualberta.ca/catalogue/course/int_d/710
INT D 710 - Ethics and Academic Citizenship,Faculty of Graduate Studies and Research,https://apps.ualberta.ca/catalogue/course/int_d/710
INT D 720 - Advanced Ethics and Academic Citizenship,Faculty of Graduate Studies and Research,https://apps.ualberta.ca/catalogue/course/int_d/720
INT D 720 - Advanced Ethics and Academic Citizenship,Faculty of Graduate Studies and Research,https://apps.ualberta.ca/catalogue/course/int_d/720
"IPG 510 - Rock Properties, Petrophysics, Well Log Analysis",Faculty of Science,https://apps.ualberta.ca/catalogue/course/ipg/510
IPG 512 - Seismic Interpretation,Faculty of Science,https://apps.ualberta.ca/catalogue/course/ipg/512
IPG 514 - Petroleum Basin Analysis,Faculty of Science,https://apps.ualberta.ca/catalogue/course/ipg/514
IPG 514 - Petroleum Basin Analysis,Faculty of Science,https://apps.ualberta.ca/catalogue/course/ipg/514
IPG 516 - Petroleum Production,Faculty of Science,https://apps.ualberta.ca/catalogue/course/ipg/516
IPG 516 - Petroleum Production,Faculty of Science,https://apps.ualberta.ca/catalogue/course/ipg/516
IPG 518 - Hydrocarbon Reservoir Analysis,Faculty of Science,https://apps.ualberta.ca/catalogue/course/ipg/518
IPG 601 - Independent Research Project,Faculty of Science,https://apps.ualberta.ca/catalogue/course/ipg/601
IPG 601A - Independent Research Project,Faculty of Science,https://apps.ualberta.ca/catalogue/course/ipg/601a
IPG 601A - Independent Research Project,Faculty of Science,https://apps.ualberta.ca/catalogue/course/ipg/601a
IPG 601B - Independent Research Project,Faculty of Science,https://apps.ualberta.ca/catalogue/course/ipg/601b
IPG 601B - Independent Research Project,Faculty of Science,https://apps.ualberta.ca/catalogue/course/ipg/601b
IPG 610 - Seminar and Field Trips,Faculty of Science,https://apps.ualberta.ca/catalogue/course/ipg/610
IPG 610 - Seminar and Field Trips,Faculty of Science,https://apps.ualberta.ca/catalogue/course/ipg/610
MA PH 251 - Differential Equations for Physics,Faculty of Science,https://apps.ualberta.ca/catalogue/course/ma_ph/251
MA PH 343 - Classical Mechanics II,Faculty of Science,https://apps.ualberta.ca/catalogue/course/ma_ph/343
MA PH 351 - Mathematical Methods for Physics I,Faculty of Science,https://apps.ualberta.ca/catalogue/course/ma_ph/351
MA PH 351 - Mathematical Methods for Physics I,Faculty of Science,https://apps.ualberta.ca/catalogue/course/ma_ph/351
MA PH 364 - Group Theory in Physics,Faculty of Science,https://apps.ualberta.ca/catalogue/course/ma_ph/364
MA PH 364 - Group Theory in Physics,Faculty of Science,https://apps.ualberta.ca/catalogue/course/ma_ph/364
MA PH 451 - Mathematical Methods for Physics II,Faculty of Science,https://apps.ualberta.ca/catalogue/course/ma_ph/451
MA PH 451 - Mathematical Methods for Physics II,Faculty of Science,https://apps.ualberta.ca/catalogue/course/ma_ph/451
MA PH 495 - Special Topics in Mathematical Physics,Faculty of Science,https://apps.ualberta.ca/catalogue/course/ma_ph/495
MA PH 499 - Undergraduate Research Project,Faculty of Science,https://apps.ualberta.ca/catalogue/course/ma_ph/499
MA PH 499 - Undergraduate Research Project,Faculty of Science,https://apps.ualberta.ca/catalogue/course/ma_ph/499
MA PH 595 - Special Topics in Mathematical Physics,Faculty of Science,https://apps.ualberta.ca/catalogue/course/ma_ph/595
MA SC 400 - Directed Studies,Faculty of Science,https://apps.ualberta.ca/catalogue/course/ma_sc/400
MA SC 401 - Special Topics in Marine Biology,Faculty of Science,https://apps.ualberta.ca/catalogue/course/ma_sc/401
MA SC 401 - Special Topics in Marine Biology,Faculty of Science,https://apps.ualberta.ca/catalogue/course/ma_sc/401
MA SC 401A - Special Topics in Marine Biology,Faculty of Science,https://apps.ualberta.ca/catalogue/course/ma_sc/401a
MA SC 401B - Special Topics in Marine Biology,Faculty of Science,https://apps.ualberta.ca/catalogue/course/ma_sc/401b
MA SC 402 - Special Topics in Marine Biology,Faculty of Science,https://apps.ualberta.ca/catalogue/course/ma_sc/402
MA SC 402 - Special Topics in Marine Biology,Faculty of Science,https://apps.ualberta.ca/catalogue/course/ma_sc/402
MA SC 402A - Special Topics in Marine Biology,Faculty of Science,https://apps.ualberta.ca/catalogue/course/ma_sc/402a
MA SC 402B - Special Topics in Marine Biology,Faculty of Science,https://apps.ualberta.ca/catalogue/course/ma_sc/402b
MA SC 403 - Directed Studies in Marine Science,Faculty of Science,https://apps.ualberta.ca/catalogue/course/ma_sc/403
MA SC 410 - Marine Invertebrate Zoology,Faculty of Science,https://apps.ualberta.ca/catalogue/course/ma_sc/410
MA SC 410 - Marine Invertebrate Zoology,Faculty of Science,https://apps.ualberta.ca/catalogue/course/ma_sc/410
MA SC 410A - Marine Invertebrate Zoology,Faculty of Science,https://apps.ualberta.ca/catalogue/course/ma_sc/410a
MA SC 410B - Marine Invertebrate Zoology,Faculty of Science,https://apps.ualberta.ca/catalogue/course/ma_sc/410b
MA SC 412A - Biology of Fishes,Faculty of Science,https://apps.ualberta.ca/catalogue/course/ma_sc/412a
MA SC 412B - Biology of Fishes,Faculty of Science,https://apps.ualberta.ca/catalogue/course/ma_sc/412b
MA SC 415 - Structure and Function in Animals,Faculty of Science,https://apps.ualberta.ca/catalogue/course/ma_sc/415
MA SC 425 - Ecological Adaptations of Seaweeds,Faculty of Science,https://apps.ualberta.ca/catalogue/course/ma_sc/425
MA SC 430 - Marine Ecology,Faculty of Science,https://apps.ualberta.ca/catalogue/course/ma_sc/430
MA SC 430 - Marine Ecology,Faculty of Science,https://apps.ualberta.ca/catalogue/course/ma_sc/430
MA SC 430A - Marine Ecology,Faculty of Science,https://apps.ualberta.ca/catalogue/course/ma_sc/430a
MA SC 430B - Marine Ecology,Faculty of Science,https://apps.ualberta.ca/catalogue/course/ma_sc/430b
MA SC 437 - Marine Population Ecology and Dynamics,Faculty of Science,https://apps.ualberta.ca/catalogue/course/ma_sc/437
MA SC 475 - Applied Data Analysis in Marine Science,Faculty of Science,https://apps.ualberta.ca/catalogue/course/ma_sc/475
MA SC 502 - Graduate Level Special Topics,Faculty of Science,https://apps.ualberta.ca/catalogue/course/ma_sc/502
MA SC 502A - Graduate Level Special Topics,Faculty of Science,https://apps.ualberta.ca/catalogue/course/ma_sc/502a
MA SC 502B - Graduate Level Special Topics,Faculty of Science,https://apps.ualberta.ca/catalogue/course/ma_sc/502b
MATH 100 - Calculus for Engineering I,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/100
MATH 100 - Calculus for Engineering I,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/100
MATH 101 - Calculus for Engineering II,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/101
MATH 101 - Calculus for Engineering II,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/101
MATH 102 - Applied Linear Algebra,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/102
MATH 102 - Applied Linear Algebra,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/102
MATH 111 - Introduction to Discrete Mathematics,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/111
MATH 111 - Introduction to Discrete Mathematics,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/111
MATH 114 - Elementary Calculus I,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/114
MATH 115 - Elementary Calculus II,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/115
MATH 117 - Honors Calculus I,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/117
MATH 118 - Honors Calculus II,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/118
MATH 118 - Honors Calculus II,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/118
MATH 125 - Linear Algebra I,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/125
MATH 125 - Linear Algebra I,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/125
MATH 127 - Honors Linear Algebra I,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/127
MATH 134 - Calculus for the Life Sciences I,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/134
MATH 134 - Calculus for the Life Sciences I,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/134
MATH 136 - Calculus for the Life Sciences II,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/136
MATH 136 - Calculus for the Life Sciences II,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/136
MATH 144 - Calculus for the Mathematical and Physical Sciences I,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/144
MATH 144 - Calculus for the Mathematical and Physical Sciences I,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/144
MATH 146 - Calculus for the Mathematical and Physical Sciences II,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/146
MATH 146 - Calculus for the Mathematical and Physical Sciences II,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/146
MATH 154 - Calculus for Business and Economics I,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/154
MATH 154 - Calculus for Business and Economics I,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/154
MATH 156 - Calculus for Business and Economics II,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/156
MATH 156 - Calculus for Business and Economics II,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/156
MATH 160 - Higher Arithmetic,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/160
MATH 160 - Higher Arithmetic,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/160
MATH 201 - Differential Equations,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/201
MATH 201 - Differential Equations,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/201
MATH 201A - Differential Equations,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/201a
MATH 201A - Differential Equations,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/201a
MATH 201B - Differential Equations,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/201b
MATH 201B - Differential Equations,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/201b
MATH 209 - Calculus for Engineering III,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/209
MATH 209 - Calculus for Engineering III,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/209
MATH 214 - Calculus III,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/214
MATH 214 - Calculus III,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/214
MATH 216 - Introduction to Analysis,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/216
MATH 216 - Introduction to Analysis,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/216
MATH 217 - Honors Calculus III,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/217
MATH 225 - Linear Algebra II,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/225
MATH 225 - Linear Algebra II,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/225
MATH 226 - Algebraic Structures,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/226
MATH 226 - Algebraic Structures,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/226
MATH 227 - Honors Linear Algebra II,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/227
MATH 227 - Honors Linear Algebra II,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/227
MATH 228 - Algebra: Introduction to Ring Theory,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/228
MATH 241 - Geometry,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/241
MATH 241 - Geometry,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/241
MATH 243 - Transformation Geometry,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/243
MATH 253 - Theory of Interest,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/253
MATH 253 - Theory of Interest,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/253
MATH 256 - Elementary Number Theory,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/256
MATH 256 - Elementary Number Theory,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/256
MATH 260 - Mathematical Reasoning for Teachers,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/260
MATH 260 - Mathematical Reasoning for Teachers,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/260
MATH 298 - Problem Solving Seminar,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/298
MATH 298 - Problem Solving Seminar,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/298
MATH 300 - Advanced Boundary Value Problems,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/300
MATH 300 - Advanced Boundary Value Problems,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/300
MATH 300A - Advanced Boundary Value Problems,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/300a
MATH 300A - Advanced Boundary Value Problems,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/300a
MATH 300B - Advanced Boundary Value Problems,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/300b
MATH 300B - Advanced Boundary Value Problems,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/300b
MATH 309 - Mathematical Methods for Electrical Engineers,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/309
MATH 309A - Mathematical Methods for Electrical Engineers,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/309a
MATH 309B - Mathematical Methods for Electrical Engineers,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/309b
MATH 311 - Theory of Functions of a Complex Variable,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/311
MATH 311 - Theory of Functions of a Complex Variable,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/311
MATH 314 - Analysis I,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/314
MATH 315 - Calculus IV,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/315
MATH 315 - Calculus IV,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/315
MATH 317 - Honors Calculus IV,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/317
MATH 317 - Honors Calculus IV,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/317
MATH 322 - Graph Theory,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/322
MATH 322 - Graph Theory,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/322
MATH 324 - Elementary Number Theory,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/324
MATH 325 - Linear Algebra III,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/325
MATH 325 - Linear Algebra III,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/325
MATH 326 - Rings and Modules,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/326
MATH 326 - Rings and Modules,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/326
MATH 327 - Algebra I,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/327
MATH 328 - Group Theory,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/328
MATH 329 - Algebra II,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/329
MATH 334 - Ordinary Differential Equations,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/334
MATH 334 - Ordinary Differential Equations,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/334
MATH 336 - Honors Ordinary Differential Equations,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/336
MATH 336 - Honors Ordinary Differential Equations,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/336
MATH 337 - Introduction to Partial Differential Equations,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/337
MATH 337 - Introduction to Partial Differential Equations,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/337
MATH 341 - Geometry of Convex Sets,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/341
MATH 343 - Projective and Inversive Geometries,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/343
MATH 348 - Differential Geometry of Curves and Surfaces,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/348
MATH 356 - Introduction to Mathematical Finance I,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/356
MATH 357 - Introduction to Mathematical Finance II,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/357
MATH 357 - Introduction to Mathematical Finance II,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/357
MATH 371 - Mathematical Modelling in the Life Sciences,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/371
MATH 372 - Mathematical Modelling,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/372
MATH 372 - Mathematical Modelling,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/372
MATH 373 - Introduction to Optimization,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/373
MATH 381 - Numerical Methods,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/381
MATH 408 - Computational Finance,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/408
MATH 408 - Computational Finance,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/408
MATH 411 - Honors Complex Variables,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/411
MATH 412 - Algebraic Number Theory,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/412
MATH 414 - Analysis II,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/414
MATH 415 - Mathematical Finance I,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/415
MATH 417 - Real Analysis,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/417
MATH 417 - Real Analysis,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/417
MATH 418 - Linear Analysis,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/418
MATH 421 - Combinatorics,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/421
MATH 421 - Combinatorics,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/421
MATH 422 - Coding Theory,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/422
MATH 424 - Algebra: Groups and Fields,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/424
MATH 428 - Advanced Ring Theory,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/428
MATH 428 - Advanced Ring Theory,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/428
MATH 429 - Advanced Group Theory,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/429
MATH 432 - Intermediate Differential Equations,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/432
MATH 436 - Intermediate Partial Differential Equations,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/436
MATH 447 - Elementary Topology,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/447
MATH 447 - Elementary Topology,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/447
MATH 448 - Introduction to Differential Geometry,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/448
MATH 471 - Markov Models,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/471
MATH 483 - Topics in Algebra,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/483
MATH 483 - Topics in Algebra,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/483
MATH 497 - Reading in Mathematics,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/497
MATH 498 - Mathematical Topics in Data Science,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/498
MATH 499 - Research Project,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/499
MATH 499 - Research Project,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/499
MATH 505 - Stochastic Analysis I,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/505
MATH 506 - Complex Variables,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/506
MATH 506 - Complex Variables,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/506
MATH 508 - Computational Finance,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/508
MATH 508 - Computational Finance,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/508
MATH 509 - Data Structures and Platforms,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/509
MATH 509 - Data Structures and Platforms,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/509
MATH 510 - Stochastic Analysis II,Faculty of Science,https://apps.ualberta.ca/catalogue/course/math/510
