title,description,url
BIOL 442 - Global Biogeochemical Cycles,Faculty of Science,https://apps.ualberta.ca/catalogue/course/biol/442
BIOL 445 - Current Topics in Animal and Cell Physiology,Faculty of Science,https://apps.ualberta.ca/catalogue/course/biol/445
BIOL 468 - Topics in Conservation Biology,Faculty of Science,https://apps.ualberta.ca/catalogue/course/biol/468
BIOL 468 - Topics in Conservation Biology,Faculty of Science,https://apps.ualberta.ca/catalogue/course/biol/468
BIOL 471 - Landscape Ecology,Faculty of Science,https://apps.ualberta.ca/catalogue/course/biol/471
BIOL 471 - Landscape Ecology,Faculty of Science,https://apps.ualberta.ca/catalogue/course/biol/471
BIOL 490 - Individual Study,Faculty of Science,https://apps.ualberta.ca/catalogue/course/biol/490
BIOL 490 - Individual Study,Faculty of Science,https://apps.ualberta.ca/catalogue/course/biol/490
BIOL 495 - Special Topics in Biology,Faculty of Science,https://apps.ualberta.ca/catalogue/course/biol/495
BIOL 496 - Special Topics in Biology,Faculty of Science,https://apps.ualberta.ca/catalogue/course/biol/496
BIOL 496 - Special Topics in Biology,Faculty of Science,https://apps.ualberta.ca/catalogue/course/biol/496
BIOL 497 - Special Topics in Biology,Faculty of Science,https://apps.ualberta.ca/catalogue/course/biol/497
BIOL 498 - Research Project,Faculty of Science,https://apps.ualberta.ca/catalogue/course/biol/498
BIOL 498 - Research Project,Faculty of Science,https://apps.ualberta.ca/catalogue/course/biol/498
BIOL 499A - Research Project,Faculty of Science,https://apps.ualberta.ca/catalogue/course/biol/499a
BIOL 499B - Research Project,Faculty of Science,https://apps.ualberta.ca/catalogue/course/biol/499b
BIOL 499B - Research Project,Faculty of Science,https://apps.ualberta.ca/catalogue/course/biol/499b
BIOL 501 - Applied Bioinformatics,Faculty of Science,https://apps.ualberta.ca/catalogue/course/biol/501
BIOL 506 - Systematics and Evolution Forum,Faculty of Science,https://apps.ualberta.ca/catalogue/course/biol/506
BIOL 506 - Systematics and Evolution Forum,Faculty of Science,https://apps.ualberta.ca/catalogue/course/biol/506
BIOL 509 - Advanced Topics in Zoonoses,Faculty of Science,https://apps.ualberta.ca/catalogue/course/biol/509
BIOL 510 - Advanced Biology of Aging,Faculty of Science,https://apps.ualberta.ca/catalogue/course/biol/510
BIOL 521 - Advanced Molecular Evolution and Systematics,Faculty of Science,https://apps.ualberta.ca/catalogue/course/biol/521
BIOL 530 - Advanced Statistical Design and Analysis in Biology,Faculty of Science,https://apps.ualberta.ca/catalogue/course/biol/530
BIOL 534 - Advanced Chemical Ecology,Faculty of Science,https://apps.ualberta.ca/catalogue/course/biol/534
BIOL 540 - Advanced Watershed Ecohydrology,Faculty of Science,https://apps.ualberta.ca/catalogue/course/biol/540
BIOL 540 - Advanced Watershed Ecohydrology,Faculty of Science,https://apps.ualberta.ca/catalogue/course/biol/540
BIOL 542 - Advanced Global Biogeochemical Cycles,Faculty of Science,https://apps.ualberta.ca/catalogue/course/biol/542
BIOL 542 - Advanced Global Biogeochemical Cycles,Faculty of Science,https://apps.ualberta.ca/catalogue/course/biol/542
BIOL 543 - Advanced Techniques for Macromolecular Characterization,Faculty of Science,https://apps.ualberta.ca/catalogue/course/biol/543
BIOL 543 - Advanced Techniques for Macromolecular Characterization,Faculty of Science,https://apps.ualberta.ca/catalogue/course/biol/543
BIOL 545 - Advanced Topics in Animal and Cell Physiology,Faculty of Science,https://apps.ualberta.ca/catalogue/course/biol/545
BIOL 560 - Current Problems in Ecology,Faculty of Science,https://apps.ualberta.ca/catalogue/course/biol/560
BIOL 570 - Models in Ecology,Faculty of Science,https://apps.ualberta.ca/catalogue/course/biol/570
BIOL 571 - Landscape Ecology and Applications,Faculty of Science,https://apps.ualberta.ca/catalogue/course/biol/571
BIOL 571 - Landscape Ecology and Applications,Faculty of Science,https://apps.ualberta.ca/catalogue/course/biol/571
BIOL 592 - Laboratory Techniques in Molecular Ecology and Systematics,Faculty of Science,https://apps.ualberta.ca/catalogue/course/biol/592
BIOL 595 - Special Topics in Biology,Faculty of Science,https://apps.ualberta.ca/catalogue/course/biol/595
BIOL 595 - Special Topics in Biology,Faculty of Science,https://apps.ualberta.ca/catalogue/course/biol/595
BIOL 596 - Special Topics in Biology,Faculty of Science,https://apps.ualberta.ca/catalogue/course/biol/596
BIOL 596 - Special Topics in Biology,Faculty of Science,https://apps.ualberta.ca/catalogue/course/biol/596
BIOL 597 - Special Topics in Biology,Faculty of Science,https://apps.ualberta.ca/catalogue/course/biol/597
BIOL 597 - Special Topics in Biology,Faculty of Science,https://apps.ualberta.ca/catalogue/course/biol/597
BIOL 603 - Advanced Ecology,Faculty of Science,https://apps.ualberta.ca/catalogue/course/biol/603
BIOL 631 - Seminar in Ecology and Evolution,Faculty of Science,https://apps.ualberta.ca/catalogue/course/biol/631
BIOL 631 - Seminar in Ecology and Evolution,Faculty of Science,https://apps.ualberta.ca/catalogue/course/biol/631
BIOL 633 - Advanced Techniques in Biology,Faculty of Science,https://apps.ualberta.ca/catalogue/course/biol/633
"BIOL 642 - Seminars in Physiology, Cell and Developmental Biology",Faculty of Science,https://apps.ualberta.ca/catalogue/course/biol/642
"BIOL 642 - Seminars in Physiology, Cell and Developmental Biology",Faculty of Science,https://apps.ualberta.ca/catalogue/course/biol/642
BIOL 698 - Undergraduate Research Mentoring,Faculty of Science,https://apps.ualberta.ca/catalogue/course/biol/698
BIOL 698 - Undergraduate Research Mentoring,Faculty of Science,https://apps.ualberta.ca/catalogue/course/biol/698
BIOL 699A - Undergraduate Research Mentoring,Faculty of Science,https://apps.ualberta.ca/catalogue/course/biol/699a
BIOL 699B - Undergraduate Research Mentoring,Faculty of Science,https://apps.ualberta.ca/catalogue/course/biol/699b
BIOL 699B - Undergraduate Research Mentoring,Faculty of Science,https://apps.ualberta.ca/catalogue/course/biol/699b
BIOPH 201 - Introduction to Biophysics,Faculty of Science,https://apps.ualberta.ca/catalogue/course/bioph/201
BIOPH 401 - Advanced Biophysics,Faculty of Science,https://apps.ualberta.ca/catalogue/course/bioph/401
BIOPH 401 - Advanced Biophysics,Faculty of Science,https://apps.ualberta.ca/catalogue/course/bioph/401
BIOPH 501 - Advanced Biophysics,Faculty of Science,https://apps.ualberta.ca/catalogue/course/bioph/501
BIOPH 501 - Advanced Biophysics,Faculty of Science,https://apps.ualberta.ca/catalogue/course/bioph/501
BOT 205 - Fundamentals of Plant Biology,Faculty of Science,https://apps.ualberta.ca/catalogue/course/bot/205
BOT 303 - Plant Development,Faculty of Science,https://apps.ualberta.ca/catalogue/course/bot/303
BOT 303 - Plant Development,Faculty of Science,https://apps.ualberta.ca/catalogue/course/bot/303
BOT 306 - Biology of the Fungi,Faculty of Science,https://apps.ualberta.ca/catalogue/course/bot/306
BOT 308 - Plant Anatomy,Faculty of Science,https://apps.ualberta.ca/catalogue/course/bot/308
BOT 314 - Biology of Bryophytes,Faculty of Science,https://apps.ualberta.ca/catalogue/course/bot/314
BOT 321 - Plant Diversity and Evolution,Faculty of Science,https://apps.ualberta.ca/catalogue/course/bot/321
BOT 321 - Plant Diversity and Evolution,Faculty of Science,https://apps.ualberta.ca/catalogue/course/bot/321
BOT 322 - Field Botany,Faculty of Science,https://apps.ualberta.ca/catalogue/course/bot/322
BOT 330 - Biodiversity and Ecosystem Function of Algae,Faculty of Science,https://apps.ualberta.ca/catalogue/course/bot/330
BOT 330 - Biodiversity and Ecosystem Function of Algae,Faculty of Science,https://apps.ualberta.ca/catalogue/course/bot/330
BOT 332 - Plant Ecology,Faculty of Science,https://apps.ualberta.ca/catalogue/course/bot/332
BOT 340 - Plant Physiology,Faculty of Science,https://apps.ualberta.ca/catalogue/course/bot/340
BOT 380 - Drug Plants,Faculty of Science,https://apps.ualberta.ca/catalogue/course/bot/380
BOT 380 - Drug Plants,Faculty of Science,https://apps.ualberta.ca/catalogue/course/bot/380
BOT 411 - Paleobotany,Faculty of Science,https://apps.ualberta.ca/catalogue/course/bot/411
BOT 445 - Molecular Plant Physiology,Faculty of Science,https://apps.ualberta.ca/catalogue/course/bot/445
BOT 464 - Plant Functional Genomics,Faculty of Science,https://apps.ualberta.ca/catalogue/course/bot/464
BOT 532 - Advanced Plant Ecology,Faculty of Science,https://apps.ualberta.ca/catalogue/course/bot/532
BOT 540 - Advanced Plant Physiology,Faculty of Science,https://apps.ualberta.ca/catalogue/course/bot/540
BOT 545 - Advanced Molecular Plant Physiology,Faculty of Science,https://apps.ualberta.ca/catalogue/course/bot/545
BOT 564 - Advanced Plant Functional Genomics,Faculty of Science,https://apps.ualberta.ca/catalogue/course/bot/564
BOT 600 - Seminar in Plant Biology,Faculty of Science,https://apps.ualberta.ca/catalogue/course/bot/600
BOT 600 - Seminar in Plant Biology,Faculty of Science,https://apps.ualberta.ca/catalogue/course/bot/600
CHEM 101 - Introductory University Chemistry I,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/101
CHEM 101 - Introductory University Chemistry I,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/101
CHEM 102 - Introductory University Chemistry II,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/102
CHEM 102 - Introductory University Chemistry II,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/102
CHEM 103 - Introductory University Chemistry I,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/103
CHEM 103 - Introductory University Chemistry I,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/103
CHEM 105 - Introductory University Chemistry II,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/105
CHEM 105 - Introductory University Chemistry II,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/105
CHEM 211 - Quantitative Analysis I,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/211
CHEM 213 - Quantitative Analysis II,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/213
CHEM 213 - Quantitative Analysis II,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/213
CHEM 241 - Introduction to Inorganic Chemistry,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/241
CHEM 241 - Introduction to Inorganic Chemistry,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/241
CHEM 261 - Organic Chemistry I,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/261
CHEM 261 - Organic Chemistry I,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/261
CHEM 263 - Organic Chemistry II,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/263
CHEM 263 - Organic Chemistry II,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/263
CHEM 264 - Organic Chemistry I: Theory,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/264
CHEM 265 - Organic Chemistry II: Theory,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/265
CHEM 266 - Introductory Laboratory Skills in Organic Chemistry,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/266
CHEM 267 - Practical Applications in Organic Chemistry,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/267
CHEM 267 - Practical Applications in Organic Chemistry,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/267
CHEM 282 - Atomic and Molecular Structure,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/282
CHEM 282 - Atomic and Molecular Structure,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/282
CHEM 299 - Research Opportunity Program in Chemistry,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/299
CHEM 299 - Research Opportunity Program in Chemistry,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/299
CHEM 300 - Introduction to Industrial Chemistry,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/300
CHEM 303 - Environmental Chemistry I,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/303
CHEM 305 - Environmental Chemistry II,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/305
CHEM 305 - Environmental Chemistry II,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/305
CHEM 306 - Green Chemistry,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/306
CHEM 313 - Instrumentation in Chemical Analysis,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/313
CHEM 333 - Inorganic Materials Chemistry,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/333
CHEM 343 - Advanced Inorganic Chemistry,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/343
CHEM 351 - Introduction to Chemical Biology,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/351
CHEM 351 - Introduction to Chemical Biology,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/351
CHEM 361 - Organic Chemistry,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/361
CHEM 371 - Energetics of Chemical Reactions,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/371
CHEM 373 - Physical Properties and Dynamics of Chemical Systems,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/373
CHEM 373 - Physical Properties and Dynamics of Chemical Systems,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/373
CHEM 398 - Molecular Spectroscopy,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/398
CHEM 399 - Research Experience in Chemistry,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/399
CHEM 399 - Research Experience in Chemistry,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/399
CHEM 401 - Introduction to Chemical Research,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/401
CHEM 401 - Introduction to Chemical Research,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/401
CHEM 403 - Chemical Research,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/403
CHEM 403 - Chemical Research,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/403
CHEM 405 - Special Topics in Chemistry,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/405
CHEM 405 - Special Topics in Chemistry,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/405
CHEM 424 - Optical Spectroscopy and Electrochemistry,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/424
CHEM 424 - Optical Spectroscopy and Electrochemistry,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/424
CHEM 425 - Separations and Mass Spectrometry,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/425
CHEM 434 - X-ray Crystallography,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/434
CHEM 436 - Synthesis and Applications of Inorganic and Nano-materials,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/436
CHEM 437 - Transition Metal Chemistry,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/437
CHEM 438 - Solid State Chemistry,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/438
CHEM 438 - Solid State Chemistry,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/438
CHEM 443 - Asymmetric Catalysis,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/443
CHEM 444 - Characterization Methods in Nanoscience,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/444
CHEM 444 - Characterization Methods in Nanoscience,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/444
CHEM 451 - Chemical Biology,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/451
CHEM 454 - Bioconjugate Chemistry,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/454
CHEM 454 - Bioconjugate Chemistry,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/454
CHEM 460 - Contemporary Organic Chemistry,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/460
CHEM 460 - Contemporary Organic Chemistry,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/460
CHEM 461 - Qualitative Organic Analysis,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/461
CHEM 462 - Physical Organic Chemistry,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/462
CHEM 463 - Organic Synthesis,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/463
CHEM 463 - Organic Synthesis,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/463
CHEM 477 - Molecular Symmetry and Spectroscopy,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/477
CHEM 479 - Molecular Kinetics,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/479
CHEM 479 - Molecular Kinetics,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/479
CHEM 493 - Computational Chemistry,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/493
CHEM 493 - Computational Chemistry,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/493
CHEM 495 - Molecular Dynamics and its Applications,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/495
CHEM 499A - Advanced Chemical Research and Training,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/499a
CHEM 499B - Advanced Chemical Research and Training,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/499b
CHEM 499B - Advanced Chemical Research and Training,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/499b
CHEM 502 - Departmental Research Seminar,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/502
CHEM 502 - Departmental Research Seminar,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/502
CHEM 512 - Optical Spectroscopy,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/512
CHEM 512 - Optical Spectroscopy,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/512
CHEM 514 - Electrochemistry,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/514
CHEM 514 - Electrochemistry,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/514
CHEM 515 - Environmental Analytical Chemistry,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/515
CHEM 516 - Separations,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/516
CHEM 518 - Mass Spectrometry,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/518
CHEM 519 - Bioanalytical Chemistry,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/519
CHEM 519 - Bioanalytical Chemistry,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/519
CHEM 534 - X-ray Crystallography,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/534
CHEM 536 - Synthesis and Applications of Inorganic and Nano-materials,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/536
CHEM 537 - Transition Metal Chemistry,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/537
CHEM 538 - Solid State Chemistry,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/538
CHEM 538 - Solid State Chemistry,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/538
CHEM 543 - Asymmetric Catalysis,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/543
CHEM 544 - Characterization Methods in Nanoscience,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/544
CHEM 544 - Characterization Methods in Nanoscience,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/544
CHEM 545 - Special Topics in Inorganic Chemistry,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/545
CHEM 545 - Special Topics in Inorganic Chemistry,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/545
CHEM 551 - Chemical Biology I,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/551
CHEM 553 - Chemical Biology II,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/553
CHEM 554 - Bioconjugate Chemistry,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/554
CHEM 554 - Bioconjugate Chemistry,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/554
CHEM 561 - Qualitative Organic Analysis,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/561
CHEM 561 - Qualitative Organic Analysis,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/561
CHEM 562 - Physical Organic Chemistry,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/562
CHEM 563 - Organic Synthesis,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/563
CHEM 563 - Organic Synthesis,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/563
CHEM 577 - Molecular Symmetry and Spectroscopy,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/577
CHEM 579 - Molecular Kinetics,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/579
CHEM 579 - Molecular Kinetics,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/579
CHEM 593 - Computational Chemistry,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/593
CHEM 593 - Computational Chemistry,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/593
CHEM 595 - Molecular Dynamics and its Applications,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/595
CHEM 612 - Advanced Optical Spectroscopy,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/612
CHEM 614 - Advanced Electrochemistry,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/614
CHEM 616 - Advanced Separations,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/616
CHEM 618 - Advanced Mass Spectrometry,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/618
CHEM 623 - Special Topics in Advanced Analytical Chemistry,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/623
CHEM 623 - Special Topics in Advanced Analytical Chemistry,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/623
CHEM 659 - Special Topics in Chemical Biology,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/659
CHEM 659 - Special Topics in Chemical Biology,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/659
CHEM 667 - Special Topics in Synthetic Chemistry,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/667
CHEM 669 - Special Topics in Bio-organic Chemistry,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/669
CHEM 669 - Special Topics in Bio-organic Chemistry,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/669
CHEM 681 - Special Topics in Physical Chemistry,Faculty of Science,https://apps.ualberta.ca/catalogue/course/chem/681
CMPUT 101 - Introduction to Computing,Faculty of Science,https://apps.ualberta.ca/catalogue/course/cmput/101
CMPUT 101 - Introduction to Computing,Faculty of Science,https://apps.ualberta.ca/catalogue/course/cmput/101
CMPUT 174 - Introduction to the Foundations of Computation I,Faculty of Science,https://apps.ualberta.ca/catalogue/course/cmput/174
CMPUT 174 - Introduction to the Foundations of Computation I,Faculty of Science,https://apps.ualberta.ca/catalogue/course/cmput/174
CMPUT 174A - Introduction to the Foundations of Computation I,Faculty of Science,https://apps.ualberta.ca/catalogue/course/cmput/174a
CMPUT 174B - Introduction to the Foundations of Computation I,Faculty of Science,https://apps.ualberta.ca/catalogue/course/cmput/174b
CMPUT 175 - Introduction to the Foundations of Computation II,Faculty of Science,https://apps.ualberta.ca/catalogue/course/cmput/175
CMPUT 175 - Introduction to the Foundations of Computation II,Faculty of Science,https://apps.ualberta.ca/catalogue/course/cmput/175
CMPUT 191 - Introduction to Data Science,Faculty of Science,https://apps.ualberta.ca/catalogue/course/cmput/191
CMPUT 195 - Introduction to Principles and Techniques of Data Science,Faculty of Science,https://apps.ualberta.ca/catalogue/course/cmput/195
CMPUT 195 - Introduction to Principles and Techniques of Data Science,Faculty of Science,https://apps.ualberta.ca/catalogue/course/cmput/195
CMPUT 200 - Ethics of Data Science and Artificial Intelligence,Faculty of Science,https://apps.ualberta.ca/catalogue/course/cmput/200
CMPUT 200 - Ethics of Data Science and Artificial Intelligence,Faculty of Science,https://apps.ualberta.ca/catalogue/course/cmput/200
CMPUT 201 - Practical Programming Methodology,Faculty of Science,https://apps.ualberta.ca/catalogue/course/cmput/201
CMPUT 201 - Practical Programming Methodology,Faculty of Science,https://apps.ualberta.ca/catalogue/course/cmput/201
CMPUT 204 - Algorithms I,Faculty of Science,https://apps.ualberta.ca/catalogue/course/cmput/204
CMPUT 204 - Algorithms I,Faculty of Science,https://apps.ualberta.ca/catalogue/course/cmput/204
CMPUT 206 - Introduction to Digital Image Processing,Faculty of Science,https://apps.ualberta.ca/catalogue/course/cmput/206
CMPUT 206 - Introduction to Digital Image Processing,Faculty of Science,https://apps.ualberta.ca/catalogue/course/cmput/206
"CMPUT 210 - Codes, Codemakers, Codebreakers: An Introduction to Cryptography",Faculty of Science,https://apps.ualberta.ca/catalogue/course/cmput/210
CMPUT 229 - Computer Organization and Architecture I,Faculty of Science,https://apps.ualberta.ca/catalogue/course/cmput/229
CMPUT 229 - Computer Organization and Architecture I,Faculty of Science,https://apps.ualberta.ca/catalogue/course/cmput/229
CMPUT 250 - Computers and Games,Faculty of Science,https://apps.ualberta.ca/catalogue/course/cmput/250
CMPUT 250 - Computers and Games,Faculty of Science,https://apps.ualberta.ca/catalogue/course/cmput/250
CMPUT 256 - Game Artificial Intelligence,Faculty of Science,https://apps.ualberta.ca/catalogue/course/cmput/256
CMPUT 256 - Game Artificial Intelligence,Faculty of Science,https://apps.ualberta.ca/catalogue/course/cmput/256
CMPUT 261 - Introduction to Artificial Intelligence,Faculty of Science,https://apps.ualberta.ca/catalogue/course/cmput/261
CMPUT 261 - Introduction to Artificial Intelligence,Faculty of Science,https://apps.ualberta.ca/catalogue/course/cmput/261
CMPUT 267 - Machine Learning I,Faculty of Science,https://apps.ualberta.ca/catalogue/course/cmput/267
CMPUT 267 - Machine Learning I,Faculty of Science,https://apps.ualberta.ca/catalogue/course/cmput/267
CMPUT 272 - Formal Systems and Logic in Computing Science,Faculty of Science,https://apps.ualberta.ca/catalogue/course/cmput/272
CMPUT 272 - Formal Systems and Logic in Computing Science,Faculty of Science,https://apps.ualberta.ca/catalogue/course/cmput/272
CMPUT 274 - Introduction to Tangible Computing I,Faculty of Science,https://apps.ualberta.ca/catalogue/course/cmput/274
CMPUT 275 - Introduction to Tangible Computing II,Faculty of Science,https://apps.ualberta.ca/catalogue/course/cmput/275
CMPUT 275 - Introduction to Tangible Computing II,Faculty of Science,https://apps.ualberta.ca/catalogue/course/cmput/275
CMPUT 291 - Introduction to File and Database Management,Faculty of Science,https://apps.ualberta.ca/catalogue/course/cmput/291
CMPUT 291 - Introduction to File and Database Management,Faculty of Science,https://apps.ualberta.ca/catalogue/course/cmput/291
CMPUT 296 - Topics in Computing Science,Faculty of Science,https://apps.ualberta.ca/catalogue/course/cmput/296
CMPUT 296A - Topics in Computing Science,Faculty of Science,https://apps.ualberta.ca/catalogue/course/cmput/296a
CMPUT 296B - Topics in Computing Science,Faculty of Science,https://apps.ualberta.ca/catalogue/course/cmput/296b
CMPUT 297 - Topics in Computing Science,Faculty of Science,https://apps.ualberta.ca/catalogue/course/cmput/297
CMPUT 297A - Topics in Computing Science,Faculty of Science,https://apps.ualberta.ca/catalogue/course/cmput/297a
CMPUT 297B - Topics in Computing Science,Faculty of Science,https://apps.ualberta.ca/catalogue/course/cmput/297b
CMPUT 298 - Topics in Computing Science,Faculty of Science,https://apps.ualberta.ca/catalogue/course/cmput/298
CMPUT 298A - Topics in Computing Science,Faculty of Science,https://apps.ualberta.ca/catalogue/course/cmput/298a
CMPUT 298B - Topics in Computing Science,Faculty of Science,https://apps.ualberta.ca/catalogue/course/cmput/298b
CMPUT 299 - Topics in Computing Science,Faculty of Science,https://apps.ualberta.ca/catalogue/course/cmput/299
CMPUT 299A - Topics in Computing Science,Faculty of Science,https://apps.ualberta.ca/catalogue/course/cmput/299a
CMPUT 299B - Topics in Computing Science,Faculty of Science,https://apps.ualberta.ca/catalogue/course/cmput/299b
CMPUT 300 - Computers and Society,Faculty of Science,https://apps.ualberta.ca/catalogue/course/cmput/300
